"Sexo","Ingresos","Gastos","Balance","TieneDeuda","EdadPrestamo","MontoPrestado","Cuotas","DarPrestamo","Prediccion_Lasso","Prediccion_Ridge"
"M",2452,1153,1299,0,48,809,8,"1",0.999430268629375,0.911447883882044
"M",2167,932,1235,0,30,672,8,"1",0.999430268629375,0.906867304957647
"F",2057,906,1151,0,55,823,8,"1",0.999430268629375,0.907138840704789
"M",2295,1079,1216,0,59,689,8,"1",0.999430268629375,0.910099165010718
"M",2523,1262,1261,0,21,883,8,"1",0.999430268629375,0.911457285962864
"M",2708,1219,1489,1,38,1002,4,"0",0.000784616696588918,0.149551064180955
"F",2178,1046,1132,1,71,806,4,"0",0.000784616696588918,0.142741638552691
"F",2080,1020,1060,1,33,686,4,"0",0.000784616696588918,0.137399198731555
"F",2509,1130,1379,1,46,778,8,"0",0.000784616696588918,0.122056749701211
"F",1882,772,1110,1,51,715,8,"0",0.000784616696588918,0.116024080665738
"F",2333,980,1353,0,54,840,4,"1",0.999430268629375,0.92262651587877
"F",2831,1331,1500,0,33,878,4,"1",0.999430268629375,0.925293800506552
"F",1742,837,905,1,37,662,8,"0",0.000784616696588918,0.114425860817367
"F",2364,1088,1276,0,39,851,8,"1",0.999430268629375,0.908727514814758
"F",1945,817,1128,1,30,797,8,"0",0.000784616696588918,0.115989144201263
"F",2115,995,1120,1,71,783,4,"0",0.000784616696588918,0.141649496033223
"M",2136,1068,1068,1,73,662,4,"0",0.000784616696588918,0.143907963717173
"F",1892,795,1097,1,30,757,4,"0",0.000784616696588918,0.134940418838271
"F",1934,755,1179,0,48,793,4,"1",0.999430268629375,0.919467334514332
"M",2694,1132,1562,1,30,862,4,"0",0.000784616696588918,0.146180003040151
"F",1651,661,990,0,56,495,4,"1",0.999430268629375,0.916224238732539
"M",1959,882,1077,1,43,607,4,"0",0.000784616696588918,0.138041254346348
"F",2715,1141,1574,1,75,1113,4,"0",0.000784616696588918,0.15063023047602
"F",2940,1500,1440,0,37,1000,4,"1",0.999430268629375,0.927524495697977
"F",1701,834,867,0,42,612,4,"1",0.999430268629375,0.917561438255739
"F",2484,1044,1440,0,34,745,4,"1",0.999430268629375,0.921783132630954
"F",2010,865,1145,0,27,784,4,"1",0.999430268629375,0.919204093664558
"F",2071,829,1242,0,45,725,4,"1",0.999430268629375,0.919682198585343
"F",1977,890,1087,1,32,613,4,"0",0.000784616696588918,0.134754772661017
"F",2577,1031,1546,0,53,799,4,"1",0.999430268629375,0.923311344915835
"M",2711,1193,1518,0,59,922,4,"1",0.999430268629375,0.927247748828145
"M",2868,1176,1692,1,61,1176,4,"0",0.000784616696588918,0.154235718508401
"F",1629,685,944,0,43,554,4,"1",0.999430268629375,0.916048694046287
"F",2017,848,1169,1,19,645,4,"0",0.000784616696588918,0.133877709551314
"M",1835,790,1045,1,23,606,4,"0",0.000784616696588918,0.134915335405019
"F",1654,827,827,0,55,529,4,"1",0.999430268629375,0.917438053129047
"M",1644,757,887,1,32,575,4,"0",0.000784616696588918,0.13404727047651
"F",1716,876,840,0,35,583,4,"1",0.999430268629375,0.917277910606346
"F",2849,1254,1595,0,61,883,4,"1",0.999430268629375,0.926297251199551
"F",2388,1099,1289,1,62,860,4,"0",0.000784616696588918,0.144228335011105
"F",1719,791,928,1,25,533,4,"0",0.000784616696588918,0.131131388615707
"M",1959,823,1136,0,27,666,4,"1",0.999430268629375,0.91958958664734
"M",1550,713,837,0,44,543,4,"1",0.999430268629375,0.917629997669353
"F",1973,888,1085,1,48,612,4,"0",0.000784616696588918,0.136006677087393
"F",2079,1019,1060,0,37,728,4,"1",0.999430268629375,0.920427416017511
"M",1970,848,1122,0,26,808,4,"1",0.999430268629375,0.920739579633544
"F",2872,1207,1665,1,30,1063,4,"0",0.000784616696588918,0.14754586735019
"F",2075,934,1141,1,37,664,4,"0",0.000784616696588918,0.136642206454672
"M",1543,772,771,1,23,571,4,"0",0.000784616696588918,0.132922856573831
"F",2536,1167,1369,0,60,913,4,"1",0.999430268629375,0.925068233234834
"F",1530,674,856,1,39,536,4,"0",0.000784616696588918,0.130310102102258
"F",2390,1172,1218,1,46,717,4,"0",0.000784616696588918,0.141868450365966
"F",2446,1199,1247,0,65,832,4,"1",0.999430268629375,0.924670901927192
"F",1968,866,1102,0,60,787,4,"1",0.999430268629375,0.920789181776654
"F",2675,1124,1551,0,57,936,4,"1",0.999430268629375,0.92525003303902
"F",1983,833,1150,0,49,674,4,"1",0.999430268629375,0.919266766184205
"F",2630,1079,1551,0,47,1026,4,"1",0.999430268629375,0.925000347949878
"F",2402,961,1441,0,40,889,4,"1",0.999430268629375,0.922374408030817
"F",2759,1325,1434,0,24,828,4,"1",0.999430268629375,0.92427368799066
"M",2521,1059,1462,1,35,756,4,"0",0.000784616696588918,0.143702339319636
"F",1957,979,978,0,53,626,4,"1",0.999430268629375,0.919899454749108
"F",1763,882,881,1,39,547,4,"0",0.000784616696588918,0.133446821015671
"F",1536,661,875,1,21,584,4,"0",0.000784616696588918,0.129339914909657
"F",1548,759,789,0,37,464,4,"1",0.999430268629375,0.915234900567841
"F",2187,985,1202,1,24,744,4,"0",0.000784616696588918,0.137537429415417
"F",2472,1014,1458,0,40,989,4,"1",0.999430268629375,0.923579164786309
"F",1623,682,941,1,20,487,4,"0",0.000784616696588918,0.128794088274668
"F",1597,719,878,0,44,639,4,"1",0.999430268629375,0.91684213682051
"F",2853,1284,1569,0,29,1170,4,"1",0.999430268629375,0.926869130238253
"F",2921,1257,1664,0,33,964,4,"1",0.999430268629375,0.925731819586178
"M",2332,1097,1235,0,28,886,4,"1",0.999430268629375,0.923894886872094
"M",1951,956,995,0,31,644,4,"1",0.999430268629375,0.920386829451475
"F",2110,929,1181,0,50,696,4,"1",0.999430268629375,0.92043304296098
"F",2903,1220,1683,0,39,871,4,"1",0.999430268629375,0.925136418834016
"F",2297,1057,1240,0,53,735,4,"1",0.999430268629375,0.922168977348436
"F",2699,1269,1430,0,69,1080,4,"1",0.999430268629375,0.927631384005243
"M",1854,779,1075,0,22,686,8,"1",0.999430268629375,0.904343180233919
"F",2876,1323,1553,0,44,1179,4,"1",0.999430268629375,0.92790406928355
"F",1742,837,905,1,70,714,4,"0",0.000784616696588918,0.137361895977626
"F",1633,784,849,1,50,588,4,"0",0.000784616696588918,0.133262423113709
"M",2306,1107,1199,0,31,899,8,"1",0.999430268629375,0.910408327101564
"F",1681,740,941,0,41,656,8,"1",0.999430268629375,0.902391068642602
"M",1950,839,1111,1,39,644,4,"0",0.000784616696588918,0.137691133513689
"F",1848,814,1034,1,27,721,8,"0",0.000784616696588918,0.114575681755132
"F",2130,1002,1128,0,27,767,4,"1",0.999430268629375,0.920256850727241
"F",2366,1065,1301,0,38,899,8,"1",0.999430268629375,0.908915294805611
"F",1782,785,997,0,42,731,4,"1",0.999430268629375,0.91840367962987
"F",1593,717,876,1,46,558,4,"0",0.000784616696588918,0.131800432283599
"F",2060,1010,1050,1,40,639,4,"0",0.000784616696588918,0.137236488966006
"F",2562,1025,1537,0,30,974,4,"1",0.999430268629375,0.923314192516086
"M",1745,803,942,0,20,541,4,"1",0.999430268629375,0.917515656621088
"F",1787,912,875,0,54,643,4,"1",0.999430268629375,0.919150075013549
"F",1905,934,971,0,24,572,4,"1",0.999430268629375,0.91756977950014
"F",2964,1334,1630,1,22,948,4,"0",0.000784616696588918,0.147185230830522
"F",2536,1040,1496,0,33,989,4,"1",0.999430268629375,0.923571902243326
"F",2250,1148,1102,1,48,765,4,"0",0.000784616696588918,0.141658953380131
"F",2509,1130,1379,0,66,1029,4,"1",0.999430268629375,0.9258584453049
"F",1933,870,1063,1,33,773,4,"0",0.000784616696588918,0.136268143189894
"F",2511,1130,1381,0,30,1004,4,"1",0.999430268629375,0.923956575069508
"F",2002,1001,1001,0,52,621,4,"1",0.999430268629375,0.920080435748537
"F",1713,874,839,0,35,668,4,"1",0.999430268629375,0.917885742991964
"F",1535,768,767,1,33,522,4,"0",0.000784616696588918,0.130550667204285
"F",2974,1220,1754,1,56,1190,4,"0",0.000784616696588918,0.152111083453353
"F",1818,837,981,0,43,564,4,"1",0.999430268629375,0.917650016436418
"F",1699,765,934,1,27,629,4,"0",0.000784616696588918,0.132032344220372
"F",2343,985,1358,0,31,937,4,"1",0.999430268629375,0.92222079422624
"F",2453,1129,1324,0,68,883,4,"1",0.999430268629375,0.924797960086112
"F",2391,1100,1291,1,83,980,4,"0",0.000784616696588918,0.147536511797439
"F",1969,965,1004,0,63,591,4,"1",0.999430268629375,0.920114364173495
"F",2372,949,1423,0,52,878,4,"1",0.999430268629375,0.922734923841843
"F",1529,597,932,0,55,566,4,"1",0.999430268629375,0.915919327487973
"F",2312,925,1387,1,47,948,8,"0",0.000784616696588918,0.121284678014447
"F",1722,793,929,1,49,620,4,"0",0.000784616696588918,0.134062375952353
"F",2013,987,1026,0,48,745,8,"1",0.999430268629375,0.906467895940894
"F",2957,1242,1715,0,47,1035,4,"1",0.999430268629375,0.926893058105585
"F",2369,1161,1208,0,62,853,8,"1",0.999430268629375,0.910550488594692
"F",1774,834,940,0,53,550,4,"1",0.999430268629375,0.917912954172258
"F",2214,1130,1084,0,78,731,4,"1",0.999430268629375,0.923540649259742
"F",2442,1124,1318,0,47,879,4,"1",0.999430268629375,0.923688334908417
"F",2804,1206,1598,0,44,1150,4,"1",0.999430268629375,0.926883786426424
"F",2411,989,1422,0,47,844,8,"1",0.999430268629375,0.90864548932733
"M",2806,1375,1431,1,60,842,8,"0",0.000784616696588918,0.129780048444263
"F",1548,728,820,1,40,588,8,"0",0.000784616696588918,0.112216461944981
"F",1574,756,818,0,61,645,4,"1",0.999430268629375,0.91793083062442
"F",2430,997,1433,0,22,778,8,"1",0.999430268629375,0.906768821615217
"F",2137,984,1153,0,47,769,8,"1",0.999430268629375,0.907030281422007
"F",2472,1236,1236,0,39,939,8,"1",0.999430268629375,0.910772372106727
"F",2701,1297,1404,1,51,918,4,"0",0.000784616696588918,0.147585411006931
"F",2401,1057,1344,0,31,744,4,"1",0.999430268629375,0.921446780038813
"F",2221,933,1288,1,38,866,8,"0",0.000784616696588918,0.119432875657754
"F",1643,806,837,1,38,559,8,"0",0.000784616696588918,0.112811908600277
"F",1723,724,999,1,46,517,8,"0",0.000784616696588918,0.11264436860014
"F",2247,989,1258,1,41,921,8,"0",0.000784616696588918,0.120807554575683
"F",2879,1354,1525,0,71,1123,4,"1",0.999430268629375,0.928958341092239
"F",1571,707,864,0,37,518,8,"1",0.999430268629375,0.900296913141998
"F",1880,922,958,0,25,583,8,"1",0.999430268629375,0.902791805081053
"F",2970,1367,1603,1,45,1158,4,"0",0.000784616696588918,0.152201984384725
"F",2317,950,1367,0,27,834,8,"1",0.999430268629375,0.906807962197053
"F",2966,1335,1631,0,37,979,8,"1",0.999430268629375,0.913277610393119
"F",1654,712,942,0,37,629,8,"1",0.999430268629375,0.901614719023428
"F",1567,721,846,1,60,470,8,"0",0.000784616696588918,0.112475156699084
"F",2050,1046,1004,1,30,656,8,"0",0.000784616696588918,0.116892260803847
"F",1946,837,1109,1,42,778,4,"0",0.000784616696588918,0.13681965838536
"F",2576,1237,1339,0,36,1030,8,"1",0.999430268629375,0.911685949932194
"F",2485,1144,1341,1,28,994,8,"0",0.000784616696588918,0.122995904191248
"F",2879,1469,1410,1,48,1152,4,"0",0.000784616696588918,0.152944344439
"F",2569,1259,1310,0,45,873,4,"1",0.999430268629375,0.924675186429994
"F",2427,1214,1213,1,57,922,4,"0",0.000784616696588918,0.145884813593958
"F",2687,1210,1477,0,36,967,4,"1",0.999430268629375,0.924956459469834
"M",1868,860,1008,1,26,766,4,"0",0.000784616696588918,0.137823369682123
"F",2911,1194,1717,1,62,1194,4,"0",0.000784616696588918,0.152090670592838
"F",1567,784,783,1,41,548,4,"0",0.000784616696588918,0.131772862174863
"F",1297,623,674,0,45,402,4,"1",0.999430268629375,0.913521545882564
"M",1498,630,868,1,50,614,4,"0",0.000784616696588918,0.13405885734783
"F",1188,571,617,1,50,416,4,"0",0.000784616696588918,0.127313472535119
"F",599,270,329,0,36,222,4,"1",0.999430268629375,0.906877247980328
"F",813,358,455,1,73,244,4,"0",0.000784616696588918,0.123630373793669
"F",1042,501,541,0,52,333,4,"1",0.999430268629375,0.911741534220779
"F",1235,544,691,0,56,445,4,"1",0.999430268629375,0.913756409688584
"M",1006,403,603,1,53,372,4,"0",0.000784616696588918,0.127204136705518
"F",2712,1058,1654,0,50,976,4,"1",0.999430268629375,0.924929978478647
"F",1993,818,1175,0,41,757,4,"1",0.999430268629375,0.919400224134577
"F",2581,1110,1471,1,69,981,4,"0",0.000784616696588918,0.14743340892089
"F",1560,609,951,0,53,577,4,"1",0.999430268629375,0.916069121656264
"F",2852,1426,1426,0,31,970,4,"1",0.999430268629375,0.926394663491038
"F",2705,1110,1595,0,37,974,4,"1",0.999430268629375,0.924553826663644
"F",918,377,541,0,28,303,4,"1",0.999430268629375,0.908910631822468
"F",610,305,305,0,32,232,4,"1",0.999430268629375,0.906998583857643
"F",875,394,481,0,18,324,4,"1",0.999430268629375,0.908465751740144
"F",1131,487,644,1,24,373,4,"0",0.000784616696588918,0.123871334276049
"F",917,431,486,0,37,367,4,"1",0.999430268629375,0.910288741552078
"F",524,221,303,0,47,173,4,"1",0.999430268629375,0.906521767282893
"F",508,260,248,1,46,173,8,"0",0.000784616696588918,0.101036847089897
"F",714,343,371,1,63,293,8,"0",0.000784616696588918,0.10461964276988
"F",994,438,556,0,58,308,4,"1",0.999430268629375,0.911314324038958
"F",1380,580,800,0,57,511,4,"1",0.999430268629375,0.915019192688164
"F",1309,642,667,0,45,524,4,"1",0.999430268629375,0.914617877659512
"F",1097,516,581,0,37,395,8,"1",0.999430268629375,0.895980227615771
"F",1056,412,644,1,33,327,8,"0",0.000784616696588918,0.104843094351197
"F",541,249,292,1,40,173,8,"0",0.000784616696588918,0.100705877957832
"F",686,275,411,1,36,213,8,"0",0.000784616696588918,0.101552877381969
"F",923,453,470,1,52,277,4,"0",0.000784616696588918,0.123718024795472
"F",1141,548,593,1,43,365,8,"0",0.000784616696588918,0.107216393031229
"F",1009,485,524,0,37,404,8,"1",0.999430268629375,0.895486120162534
"F",1206,507,699,1,51,410,4,"0",0.000784616696588918,0.12684693410391
"F",851,426,425,1,41,306,8,"0",0.000784616696588918,0.104464613237158
"F",1347,620,727,0,48,512,4,"1",0.999430268629375,0.914678011453234
"F",1068,481,587,1,44,427,8,"0",0.000784616696588918,0.107060801959419
"F",810,397,413,0,36,251,8,"1",0.999430268629375,0.892544150995277
"F",1076,463,613,0,39,377,8,"1",0.999430268629375,0.895470269035619
"F",789,324,465,1,39,268,4,"0",0.000784616696588918,0.120948244093526
"F",1494,628,866,1,19,553,8,"0",0.000784616696588918,0.109434850009567
"F",1037,457,580,0,33,332,8,"1",0.999430268629375,0.894464648618477
"F",1063,436,627,1,49,436,4,"0",0.000784616696588918,0.125687631451819
"F",1378,565,813,0,34,551,4,"1",0.999430268629375,0.913975915248437
"F",727,349,378,1,54,298,4,"0",0.000784616696588918,0.122307974761164
"F",900,387,513,0,62,306,4,"1",0.999430268629375,0.910874813188955
"F",1297,532,765,0,51,428,4,"1",0.999430268629375,0.913482255868906
"F",1494,613,881,1,57,613,8,"0",0.000784616696588918,0.112502552458887
"M",1052,453,599,1,38,379,8,"0",0.000784616696588918,0.108066104511062
"F",1284,527,757,0,37,514,8,"1",0.999430268629375,0.897867745349377
"F",2219,1066,1153,0,58,732,8,"1",0.999430268629375,0.908202777022083
"F",2924,1316,1608,1,29,1199,8,"0",0.000784616696588918,0.128820342698507
"M",1939,776,1163,0,25,659,8,"1",0.999430268629375,0.904584391957629
"M",2061,907,1154,1,34,783,4,"0",0.000784616696588918,0.140108344450827
"F",2055,1007,1048,0,37,678,4,"1",0.999430268629375,0.919923541750576
"F",1578,632,946,1,33,615,4,"0",0.000784616696588918,0.130566648582488
"F",2598,1092,1506,0,51,1013,8,"1",0.999430268629375,0.911540600433713
"F",1473,590,883,1,52,442,4,"0",0.000784616696588918,0.129267336648641
"F",1291,581,710,0,51,503,4,"1",0.999430268629375,0.914345650101164
"M",741,297,444,1,34,282,4,"0",0.000784616696588918,0.122656136975484
"M",1084,456,628,0,49,347,8,"1",0.999430268629375,0.897882103318451
"M",547,225,322,1,22,170,4,"0",0.000784616696588918,0.119127686906808
"F",597,233,364,1,62,233,4,"0",0.000784616696588918,0.120655250352455
"F",802,385,417,1,44,257,4,"0",0.000784616696588918,0.121778076530543
"M",1081,487,594,0,25,357,4,"1",0.999430268629375,0.912251813311161
"F",757,311,446,0,44,227,4,"1",0.999430268629375,0.908217104713297
"F",895,448,447,1,59,367,4,"0",0.000784616696588918,0.125035705246648
"F",1067,523,544,0,50,405,4,"1",0.999430268629375,0.912419835251647
"F",1316,606,710,0,34,526,4,"1",0.999430268629375,0.91383310954372
"F",670,275,395,1,31,228,4,"0",0.000784616696588918,0.119007260732433
"F",522,267,255,1,29,172,4,"0",0.000784616696588918,0.117572726005416
"F",1075,538,537,1,42,355,4,"0",0.000784616696588918,0.125226317471763
"F",922,397,525,1,46,378,4,"0",0.000784616696588918,0.123852290874948
"F",958,479,479,0,49,354,4,"1",0.999430268629375,0.911312628174556
"F",524,257,267,1,47,199,4,"0",0.000784616696588918,0.119079794077425
"M",832,325,507,0,36,275,4,"1",0.999430268629375,0.910333193180867
"F",1178,460,718,0,47,471,4,"1",0.999430268629375,0.912744421072866
"F",1147,494,653,1,49,470,4,"0",0.000784616696588918,0.126953726596476
"F",973,477,496,0,35,331,4,"1",0.999430268629375,0.910378126780609
"F",2069,911,1158,1,52,766,4,"0",0.000784616696588918,0.138819805237974
"F",2429,1191,1238,0,51,972,4,"1",0.999430268629375,0.924853585230394
"F",2280,1118,1162,0,46,752,4,"1",0.999430268629375,0.922234762166645
"M",1754,860,894,1,45,631,4,"0",0.000784616696588918,0.137251081219961
"F",2790,1312,1478,0,72,865,4,"1",0.999430268629375,0.926840877703549
"M",2291,1031,1260,0,21,779,4,"1",0.999430268629375,0.922311713862386
"M",2889,1156,1733,1,26,953,4,"0",0.000784616696588918,0.148221548452676
"F",2922,1403,1519,0,20,1023,4,"1",0.999430268629375,0.926304304160302
"F",1024,512,512,0,40,307,4,"1",0.999430268629375,0.910870706142288
"F",1004,412,592,0,49,311,4,"1",0.999430268629375,0.91069813327125
"F",783,322,461,0,28,258,4,"1",0.999430268629375,0.907706018272537
"M",1112,501,611,1,27,434,4,"0",0.000784616696588918,0.127231007177883
"M",1081,530,551,0,46,357,4,"1",0.999430268629375,0.913682362525475
"F",1245,573,672,0,59,448,4,"1",0.999430268629375,0.91415744407318
"F",750,360,390,0,52,263,4,"1",0.999430268629375,0.909268117794515
"F",1439,648,791,1,41,475,4,"0",0.000784616696588918,0.129126482200396
"F",909,391,518,0,40,345,4,"1",0.999430268629375,0.909996179457445
"F",1067,545,522,0,28,320,4,"1",0.999430268629375,0.910656408854377
"F",1147,551,596,1,20,401,4,"0",0.000784616696588918,0.124492334538376
"F",1021,409,612,0,55,337,4,"1",0.999430268629375,0.911281613235295
"M",738,369,369,0,33,273,4,"1",0.999430268629375,0.910107568100258
"F",1096,494,602,1,26,362,4,"0",0.000784616696588918,0.123805206079292
"F",933,411,522,0,30,383,4,"1",0.999430268629375,0.909944460507251
"M",1295,570,725,0,27,466,4,"1",0.999430268629375,0.914441994445027
"M",1447,579,868,0,31,463,4,"1",0.999430268629375,0.915191315693845
"F",810,373,437,0,27,243,4,"1",0.999430268629375,0.907958584329343
"F",1108,444,664,1,52,410,4,"0",0.000784616696588918,0.125915604881887
"F",1390,626,764,0,28,417,4,"1",0.999430268629375,0.913031793327105
"F",1469,676,793,1,51,529,4,"0",0.000784616696588918,0.130904957174257
"F",1358,612,746,1,33,489,4,"0",0.000784616696588918,0.127954549237116
"F",1279,576,703,1,26,396,4,"0",0.000784616696588918,0.125721949140893
"F",857,360,497,1,47,291,4,"0",0.000784616696588918,0.122394802634205
"M",922,388,534,1,29,286,4,"0",0.000784616696588918,0.123928326897336
"F",832,408,424,0,71,275,4,"1",0.999430268629375,0.911038203682344
"F",1074,430,644,0,30,365,4,"1",0.999430268629375,0.910410071119816
"F",658,283,375,0,34,230,4,"1",0.999430268629375,0.907123053196989
"F",1459,672,787,0,33,496,4,"1",0.999430268629375,0.91443242160612
"M",1005,402,603,0,39,322,4,"1",0.999430268629375,0.911959837305379
"F",507,249,258,0,21,208,4,"1",0.999430268629375,0.90540214039235
"M",1220,610,610,0,49,488,4,"1",0.999430268629375,0.915797387820973
"F",828,332,496,0,45,298,4,"1",0.999430268629375,0.909237971941231
"F",1273,650,623,0,39,407,4,"1",0.999430268629375,0.913319605601651
"F",1265,557,708,0,35,506,4,"1",0.999430268629375,0.913256555619624
"F",1319,647,672,0,29,541,4,"1",0.999430268629375,0.913940928867885
"F",1053,516,537,0,30,358,4,"1",0.999430268629375,0.910836956907999
